ID,OrgstructureID,E_COMPANY,E_BRANCH,E_UNIT,E_DIVISION,E_DEPARTMENT,E_TEAM,E_SECTION,E_OU_L8,E_OU_L9,E_OU_L10,E_OU_L11,E_OU_L12,E_COMPANY_CODE,E_BRANCH_CODE,E_UNIT_CODE,E_DIVISION_CODE,E_DEPARTMENT_CODE,E_TEAM_CODE,E_SECTION_CODE,E_OU_L8_CODE,E_OU_L9_CODE,E_OU_L10_CODE,E_OU_L11_CODE,E_OU_L12_CODE,ServerUpdate,ServerCreate,UserUpdate,UserCreate,DateCreate,DateUpdate,UserLockID,DateLock,IsDelete,IPCreate,IPUpdate,E_COMPANY_E,E_BRANCH_E,E_UNIT_E,E_DIVISION_E,E_DEPARTMENT_E,E_TEAM_E,E_SECTION_E,SortID,OrgParent1,OrgParent2,OrgParentCode1,OrgParentCode2,OrgParentEN1,OrgParentEN2
F78597AB-06BC-49A3-B343-4AAD98451C8D,67168BB7-3709-4FFF-BE83-57669C2A61A9,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh VTJ TP. Đà Nẵng,Nhà máy Nhuộm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,VTJÐN,581600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,NULL,3699704,Chi nhánh VTJ TP. Đà Nẵng,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,VTJÐN,VTJ,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ
A6FF8B54-270E-407A-A8FD-4AB01BF2E0A5,9C796F0A-93C4-4C71-A2B8-BE23EE22EEF3,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 3,Chuyền May,Chuyền 9,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P03,P04700,P04780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3700477,Chuyền May,Nhà máy May Xuất khẩu Phong Phú Phú Yên 3,P04700,FC_P03,NULL,NULL
08306CC7-FCA4-4EAF-A900-4AD459B55343,AFBF0AF7-7EE7-4C96-AC16-03D87634F52E,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Chuyền may,Chuyền 8,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_410000,411000,411008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH QU?NG TR? - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699046,Chuyền may,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,411000,FC_410000,NULL,CHI NHÁNH QUẢNG TRỊ - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ
DD53C99B-8D43-479C-9EAD-4AEE8467ABB3,813D376B-8717-48BA-A85F-2A12476BE16B,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,Chuyền may,Chuyền 24,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,290000,291000,291024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ NHÀ MÁY MAY XK PHONG PHÚ – LONG AN ,NULL,NULL,NULL,3699351,Chuyền may,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,291000,290000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ NHÀ MÁY MAY XK PHONG PHÚ – LONG AN 
757D3D6D-FDE2-489D-8E96-4AEEA48C9159,7C3C10CA-D0B9-499A-8488-899C52907A46,PHONG PHÚ GROUP,Bộ phận nhuộm,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh VTJ TP. Đà Nẵng,Nhà máy Nhuộm,Hệ thống sản xuất,Sản xuất,NULL,NULL,NULL,NULL,NULL,PPG,5816422,VTJ,VTJÐN,581600,581640,581642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,Chi Nhánh VTJ TP. Ðà N?ng,NULL,3700094,Sản xuất,Hệ thống sản xuất,581642,581640,NULL,Chi Nhánh VTJ TP. Đà Nẵng
DBB90A99-7621-4215-A9C7-4AF4E59265CB,54056F71-B9EA-4EF2-938C-6D76308D8ABA,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 2,Chuyền may,Chuyền 6,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P02,P02700,P02706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3699886,Chuyền may,Nhà máy May Xuất khẩu Phong Phú Phú Yên 2,P02700,FC_P02,NULL,NULL
0F22833B-34C1-44D7-A514-4AFD812A3F9C,119FDB5D-D4DB-4E14-9615-57659421004A,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,Xưởng cắt,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_470000,470900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,Nhà máy May Xu?t kh?u Phong Phú Ðà N?ng B,NULL,NULL,3699703,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,FC_470000,340000,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,CHI NHÁNH TP ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ 
24926DCE-5709-4C89-BFC2-4AFECB7BA633,CC6A97EE-6BC8-4FCC-A228-DF40976FD5C9,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng May Mẫu,Chuyền may,Chuyền 5,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_220000,221000,221005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700734,Chuyền may,Xưởng May Mẫu,221000,FC_220000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
A2E4D807-8F60-4CE0-908C-4B44D43B7712,1F99C59C-B11E-48F5-AA2C-7F1B8D240ADB,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,NULL,KT Wash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,TIC,NULL,641012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700009,P. Kỹ Thuật,Khối nghiệp vụ,641010,641000,NULL,NULL
5311DF56-FE41-47CE-BADD-4B4F109EAD59,11CBE562-B430-42D1-870F-B907FC077C36,VnResource ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SUPPORT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3700438,NULL,NULL,NULL,NULL,NULL,NULL
2BC97B25-C4EB-485B-9179-74E71A98281C,59DDE55A-A09E-4579-8493-33884B7235B6,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Bộ phận KHSX,Theo dõi đơn hàng,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_410000,410400,410402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH QU?NG TR? - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699419,Bộ phận KHSX,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,410400,FC_410000,NULL,CHI NHÁNH QUẢNG TRỊ - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ
E79DD8B2-0F89-4EA2-8803-74FF8C4486DE,5C53967D-D7B4-4A2B-AAA0-5968BD562A8A,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Guston Molinel,Bộ phận Định mức,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_330000,331705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699720,Nhà máy may xuất khẩu Phong Phú Guston Molinel,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_330000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
F0B48273-BEDF-41DD-AF2A-750DEE3BE13D,5525B0C9-E4B0-433E-9866-825417EAAA74,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh Hải Phòng - Công ty Cổ phần Vinatex Quốc tế,Chuyền may,Chuyền 02,Cụm thân 2,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,FC_350000,352000,352002,352022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,NULL,3700039,Chuyền 02,Chuyền may,352002,352000,NULL,NULL
C3922A4C-338D-47F7-8EBB-750E8EC74151,00508F9D-AF24-488A-8EA5-1746B4EB0DD7,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 3,P.Kỹ Thuật,Kỹ thuật triển khai,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P03,P04200,P04201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3699202,P.Kỹ Thuật,Nhà máy May Xuất khẩu Phong Phú Phú Yên 3,P04200,FC_P03,NULL,NULL
FF56BE08-E9EC-45FF-9704-752B4FE21C9B,ACA42499-3779-4F97-BFC2-E1D996E8BF40,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN CÔNG NGHỆ WASH HNC,Nhà máy Wash HNC,Bộ phận thời trang,HandSand,HS 1,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HNC,940002,709000,709030,709031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700750,HandSand,Bộ phận thời trang,709030,709000,NULL,NULL
2D75D1E7-3FFB-4F10-9732-75565D1B4836,39A62660-8307-48A5-BCDA-2F94C19A2B8A,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Trung tâm hoàn tất Phú Yên,BP. HCNS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P05,P05010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3699386,Trung tâm hoàn tất Phú Yên,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,FC_P05,PY,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN
427AFB20-410C-4271-B4B5-759E66011E41,301470FC-EC80-46D2-853A-F16284644805,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,Chuyền may,Chuyền chuyên dụng,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_470000,471000,471036,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,Nhà máy May Xu?t kh?u Phong Phú Ðà N?ng B,NULL,NULL,3700848,Chuyền may,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,471000,FC_470000,NULL,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B
A3085F44-1CE0-4577-8A71-759FF06FFC38,E690E2EA-54CA-40E6-A29E-85BB30E9C2B3,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt thoi,Chuyền may,Chuyền 12,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,840000,808000,808152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700067,Chuyền may,Nhà máy Dệt thoi,808000,840000,NULL,NULL
51AB79AF-25F5-4C08-8C90-75B134CC3B22,CB8E2DA7-0BD4-4109-9766-3B9FAA016F3A,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Trung tâm hoàn tất Phú Yên,Khối KH-KSSX,BP. KH-KSSX,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P05,P05001,P05101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3699494,Khối KH-KSSX,Trung tâm hoàn tất Phú Yên,P05001,FC_P05,NULL,NULL
EF84BB63-F67C-4D5A-AE1D-75CE2F2AF13A,288ED447-D76B-4C20-8A9E-E16D1810CB28,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,Quản lý sản xuất,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_500000,510000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3700747,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_500000,PPJ,NULL,
1EC2A4FE-D028-4ED0-8263-75D3BF7BC0A8,771D8AD8-4B48-4C2D-9C8A-035F222CC154,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Nhà máy may Vinatex Quốc Tế Sài Gòn,Chuyền may,Chuyền 5,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,FC_320000,321000,351002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,CHI NHÁNH TP.HCM – CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,3699042,Chuyền may,Nhà máy may Vinatex Quốc Tế Sài Gòn,321000,FC_320000,NULL,CHI NHÁNH TP.HCM – CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ
3A64BC78-1788-45F4-8E56-76343E75A8A5,8231F938-76F9-4167-B6B3-F39470004B75,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà Máy Wash Đà Nẵng A,Bộ phận thời trang  ,Whisker,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_390000,391400,391402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,CHI NHÁNH TP. ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,3700878,Bộ phận thời trang  ,Nhà Máy Wash Đà Nẵng A,391400,FC_390000,NULL,CHI NHÁNH TP. ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ
D28EE474-4BC2-4B61-AB53-76350D18AB86,2424B106-4D5D-42D8-95E5-0A14421FE756,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt thoi,Chuyền may,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,840000,808000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699097,Nhà máy Dệt thoi,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,840000,FC_HPH,NULL,NULL
AEB8F361-5BFA-4ED5-990E-7637967B1CFB,BDE9C9DA-3C7E-4629-80C3-DE2C2E70F702,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Trung tâm R&D,Test order,Wash,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_610000,610002,614002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3700722,Test order,Trung tâm R&D,610002,FC_610000,NULL,NULL
F67ECC59-B5CF-4070-A7A7-76510CC0CD80,C01B74EB-A8E8-498E-9FE3-176F1EBC02B4,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,Chuyền may,Chuyền 03,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_470000,471000,471003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,Nhà máy May Xu?t kh?u Phong Phú Ðà N?ng B,NULL,NULL,3699206,Chuyền may,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,471000,FC_470000,NULL,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B
813B99FC-562F-4137-A49A-766903B9F743,977CA9C8-348A-4CF1-BA3E-8CF52FD54F04,PHONG PHÚ GROUP,NULL,CÔNG TY TNHH DỆT MAY VTJ TOMS,Nhà Máy May,BP. May,Nhóm Đa năng,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_VIT,FC_VIT_11000,V11006,V11408,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700126,BP. May,Nhà Máy May,V11006,FC_VIT_11000,NULL,NULL
C13B0CFA-4069-4E48-94D2-767DD885C80D,4094D9AE-110E-42BC-A069-C101AF8FA3C9,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy Wash Đà Nẵng B ( Wrinkle Free),Bộ phận Cơ Điện bảo trì,Vận hành lò hơi,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_460000,460700,460702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,CHI NHÁNH THÀNH PH? ÐÀ N?NG - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,3700505,Bộ phận Cơ Điện bảo trì,Nhà máy Wash Đà Nẵng B ( Wrinkle Free),460700,FC_460000,NULL,CHI NHÁNH THÀNH PHỐ ĐÀ NẴNG - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ
6E20104E-6BF4-47E1-AAEB-76800A8ED783,1E620EC5-5AD2-4CF6-B0C4-D93957342C2F,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Văn phòng Chi nhánh Đà Nẵng,Bộ phận Quản lý chất lượng ( BP. QA ),NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,390001,340800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,NULL,NULL,NULL,3700683,Văn phòng Chi nhánh Đà Nẵng,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,390001,340000,NULL,CHI NHÁNH TP ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ 
E2AC7843-15D3-4159-8230-76C7CA689392,24159D8C-E1ED-4D6A-8BF4-84D494BE7F82,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Guston Molinel,Bộ phận Kho,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_330000,330700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700059,Nhà máy may xuất khẩu Phong Phú Guston Molinel,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_330000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
D318CD5C-6A8C-4E46-A2D1-76E431DF901F,57D5E435-6E30-418E-8518-9292C388FE00,PHONG PHÚ GROUP,NULL,CÔNG TY TNHH MTV DỆT VẢI QUỐC TẾ PHONG PHÚ,Xưởng nhuộm và chuẩn bị,Tổ hành chính nhuộm và chuẩn bị,Tổ vận hành máy côn sợi,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_PPF,914000,914001,914201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700178,Tổ hành chính nhuộm và chuẩn bị,Xưởng nhuộm và chuẩn bị,914001,914000,NULL,NULL
1BB943B1-D245-4344-B373-76FC6B729320,49E08F36-E4C4-42EF-ACF5-2A02648A748B,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,Bộ phận Kho,Kho Thành phẩm,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_500000,505000,505020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3699350,Bộ phận Kho,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,505000,FC_500000,NULL,NULL
F4266BAA-FA0A-490C-8FB7-7703957545A6,C80451C6-88F4-49F9-845D-F1D16D967AD2,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 1,Chuyền may,Chuyền 02,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P01,P01700,P01702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3700850,Chuyền may,Nhà máy May Xuất khẩu Phong Phú Phú Yên 1,P01700,FC_P01,NULL,NULL
C9FE12C1-AB16-478C-908C-774534D88E56,CB0BB7DF-2790-47DA-951F-1FE69CF3521A,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Xưởng mẫu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,346000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,NULL,NULL,NULL,3699272,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,CÔNG TY CP QUỐC TẾ PHONG PHÚ,340000,PPJ,CHI NHÁNH TP ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ ,
