ID,OrgstructureID,E_COMPANY,E_BRANCH,E_UNIT,E_DIVISION,E_DEPARTMENT,E_TEAM,E_SECTION,E_OU_L8,E_OU_L9,E_OU_L10,E_OU_L11,E_OU_L12,E_COMPANY_CODE,E_BRANCH_CODE,E_UNIT_CODE,E_DIVISION_CODE,E_DEPARTMENT_CODE,E_TEAM_CODE,E_SECTION_CODE,E_OU_L8_CODE,E_OU_L9_CODE,E_OU_L10_CODE,E_OU_L11_CODE,E_OU_L12_CODE,ServerUpdate,ServerCreate,UserUpdate,UserCreate,DateCreate,DateUpdate,UserLockID,DateLock,IsDelete,IPCreate,IPUpdate,E_COMPANY_E,E_BRANCH_E,E_UNIT_E,E_DIVISION_E,E_DEPARTMENT_E,E_TEAM_E,E_SECTION_E,SortID,OrgParent1,OrgParent2,OrgParentCode1,OrgParentCode2,OrgParentEN1,OrgParentEN2
F2588D9B-2EBF-4598-B9FB-002BD3FFD02B,D68CC0E9-DF7C-41C9-9749-DE2E901F3BD3,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Wash Phong Phú,Bộ phận HCNS - Kế Toán,Hành chánh nhân sự,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_280000,280200,280201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700723,Bộ phận HCNS - Kế Toán,Nhà máy Wash Phong Phú,280200,FC_280000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
17C3CF2B-30FE-4AB5-8356-0032DAD0D8E2,7ABCC41B-34E6-4B35-A514-C0F4BEF240D0,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Chuyền may,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_410000,411000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH QU?NG TR? - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700502,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_410000,PPJ,CHI NHÁNH QUẢNG TRỊ - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ,
A97A6767-B67A-4BAB-A0DB-004A3A30DEC7,1AFCF3CB-DC0A-4696-AE92-57679750FCA1,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Văn phòng Chi nhánh Đà Nẵng,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,390001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,NULL,NULL,NULL,3699705,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,CÔNG TY CP QUỐC TẾ PHONG PHÚ,340000,PPJ,CHI NHÁNH TP ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ ,
20753F01-BF9E-4B89-95C2-007E0CFEE24B,E190E38E-BA4E-4469-B487-43816FAD2A31,PHONG PHÚ GROUP,NULL,CÔNG TY TNHH DỆT MAY VTJ TOMS,Nhà Máy May,BP. Hoàn Tất,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_VIT,FC_VIT_11000,V11007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699560,Nhà Máy May,CÔNG TY TNHH DỆT MAY VTJ TOMS,FC_VIT_11000,FC_VIT,NULL,NULL
CE5EB782-1B22-4E06-B389-0094BB5DC9D0,1507161D-0AB4-485D-BE1A-25BE7460B089,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,Khối Nghiệp Vụ,Phòng Nhân sự & Tuyển dụng,BP. VSCN,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,600000,620000,621000,621006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3699315,Phòng Nhân sự & Tuyển dụng,Khối Nghiệp Vụ,621000,620000,NULL,NULL
DC4C4427-9A7D-40DD-ABFE-00A518DBD5A2,8159C54C-9A80-40A3-9755-1966FD186E30,PHONG PHÚ GROUP,NULL,CÔNG TY TNHH DỆT MAY VTJ TOMS,Phòng Kế Toán,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_VIT,FC_VIT_30000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699222,CÔNG TY TNHH DỆT MAY VTJ TOMS,PHONG PHÚ GROUP,FC_VIT,PPG,NULL,
7F5A275C-AD8F-4CD3-B63C-00B92AD9969F,B6DFE6F3-92F4-4E98-9FD6-68B0310425BD,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 2 (B1),Xưởng May,Chuyền 13,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,600000,FC_633000,633005,633145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3699842,Xưởng May,NM May 2 (B1),633005,FC_633000,NULL,NULL
234EE47B-1402-443A-8F8C-00BF07343B89,82C8BF0D-29A7-41CB-82E8-6BA79D02D879,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh VTJ TP. Đà Nẵng,Nhà máy Dệt 1,Xưởng Dệt,Tổ Văn minh Công nghiệp,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,VTJÐN,581400,581430,581437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,NULL,3699878,Xưởng Dệt,Nhà máy Dệt 1,581430,581400,NULL,NULL
FA2681DF-14D0-4E77-A214-00CFE75EBD8E,C5E30708-511E-476C-B10C-1577586516FE,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may Jeans Xuất Khẩu,Chuyền may,Chuyền 13,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_230000,231000,231005B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699183,Chuyền may,Nhà máy may Jeans Xuất Khẩu,231000,FC_230000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
3FA52078-0200-4609-AA24-00EE47133DE6,6159DAB9-97B5-496B-A3C1-111FB0609EE9,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Bộ phận Nhà ăn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_410000,411500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH QU?NG TR? - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699157,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_410000,PPJ,CHI NHÁNH QUẢNG TRỊ - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ,
461316B5-6387-4325-A6F3-00EF96E60EC0,59677169-0292-434D-B766-14B36B1494DA,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),Bộ phận Cơ điện - Bảo Trì,Xử lý nước thải,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_270000,270600,270603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,CÔNG TY C? PH?N QU?C T? PHONG PHÚ,CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,3699177,Bộ phận Cơ điện - Bảo Trì,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),270600,FC_270000,CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ,CÔNG TY CP QUỐC TẾ PHONG PHÚ
493F02A2-BFEF-473C-919C-0124DEC84FB0,725F40B6-15D3-4C4E-802D-662D9FCA9F52,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh Hải Phòng - Công ty Cổ phần Vinatex Quốc tế,Chuyền may,Chuyền 08,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,FC_350000,352000,352006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,NULL,3699822,Chuyền may,Chi nhánh Hải Phòng - Công ty Cổ phần Vinatex Quốc tế,352000,FC_350000,NULL,NULL
416AFC2E-13A8-4AC3-ADB8-01694E788F1F,0A705D37-671A-4D69-9C65-9DC3859A4653,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy Wash Đà Nẵng B ( Wrinkle Free),Bộ phận Cơ Điện bảo trì,Cơ điện Bảo trì,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_460000,460700,460701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,CHI NHÁNH THÀNH PH? ÐÀ N?NG - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,3700252,Bộ phận Cơ Điện bảo trì,Nhà máy Wash Đà Nẵng B ( Wrinkle Free),460700,FC_460000,NULL,CHI NHÁNH THÀNH PHỐ ĐÀ NẴNG - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ
354AFD5C-A328-45CA-B622-019C15ED7909,A9108520-7D57-4AA7-9F5D-90BD863A13B8,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Khối Văn Phòng,Nhóm Kinh doanh 01,Nhóm Kinh doanh 1 - Đà Nẵng,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,0,90000,90001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,CÔNG TY CP QU?C T? PHONG PHÚ,CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,3700156,Nhóm Kinh doanh 01,Khối Văn Phòng,90000,0,CÔNG TY CP QUỐC TẾ PHONG PHÚ,CÔNG TY CP QUỐC TẾ PHONG PHÚ
83328F62-6138-44F5-9C21-01CF8A34641A,68146178-C54B-40ED-A5C5-EA8DF8BCD4B6,PHONG PHÚ GROUP,NULL,CÔNG TY TNHH MTV DỆT VẢI VINATEX QUỐC TẾ,Sản xuất,Nhuộm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_VTF,939000,939002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700807,Sản xuất,CÔNG TY TNHH MTV DỆT VẢI VINATEX QUỐC TẾ,939000,FC_VTF,NULL,NULL
0E851068-DC16-4B47-A25B-01E83F5406D5,78B83BFB-1815-497C-9987-A7625A66CF8B,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Xưởng Cắt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_410000,410900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH QU?NG TR? - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700313,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_410000,PPJ,CHI NHÁNH QUẢNG TRỊ - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ,
0C753356-84AF-4AB8-B6FD-020EB12BF397,44210EE7-3C86-425E-8C52-C4523B45F70B,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt thoi,Bộ phận Hoàn tất,Line 1,Ủi,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,840000,802000,802001,802301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700521,Line 1,Bộ phận Hoàn tất,802001,802000,NULL,NULL
946A856A-778A-439F-8A1B-022ADA5C6196,E3FC80B5-7459-4F68-B057-689CA2F1FE91,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 3,Chuyền May,Chuyền 10,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P03,P04700,P04781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3699841,Chuyền May,Nhà máy May Xuất khẩu Phong Phú Phú Yên 3,P04700,FC_P03,NULL,NULL
77CA13C7-8FE9-4A63-B5C6-027DBB16289E,8C3F0933-981C-45E1-8A98-00C651EA286E,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng A,Chuyền may,Chuyền 2,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_310000,311000,311002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,CHI NHÁNH TP. ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,3699010,Chuyền may,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng A,311000,FC_310000,NULL,CHI NHÁNH TP. ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ
02B4C5BD-A5ED-45FF-9287-02C07E7DCEFD,EBB99BFF-584B-453E-995E-28118E5F0506,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh Hải Phòng - Công ty Cổ phần Vinatex Quốc tế,Kho thành phẩm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,FC_350000,355000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,NULL,3699332,Chi nhánh Hải Phòng - Công ty Cổ phần Vinatex Quốc tế,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,FC_350000,VTJ,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ
FF73DD9C-3FA9-406E-A0EC-02D01F2A5BD7,B518E991-8239-430E-979E-2025E330F1FE,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh Hải Phòng - Công ty Cổ phần Vinatex Quốc tế,Phòng QA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,FC_350000,351600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,NULL,3699274,Chi nhánh Hải Phòng - Công ty Cổ phần Vinatex Quốc tế,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,FC_350000,VTJ,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ
99872639-A4E7-41E3-A850-02FD296D250D,DB4B8BE7-633D-4DF7-B12B-1AB3D949AB46,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng Chuẩn Bị Sản Xuất,Chuyền may,Chuyền 2,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_550000,541100,541102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3699231,Chuyền may,Xưởng Chuẩn Bị Sản Xuất,541100,FC_550000,NULL,NULL
9F15A11A-1B7A-4971-A792-0302EC4703CA,4BCB8E96-3E61-49CD-A0DB-D1A54B6B7E0A,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Chuyền may,Chuyền 13,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_410000,411000,411018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH QU?NG TR? - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700617,Chuyền may,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,411000,FC_410000,NULL,CHI NHÁNH QUẢNG TRỊ - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ
4CAFBC39-578A-4F0E-99E3-0332AD1D3028,2D1C1934-669F-4226-AD72-D193CE57F3D9,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,Chuyền may,Chuyền 14,Cụm ráp 14,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_500000,509000,509110,509112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3700614,Chuyền 14,Chuyền may,509110,509000,NULL,NULL
3EA7A835-0CC0-42C4-A5D1-037B40D38CD5,CEEA026A-30B6-4E8F-AF68-0661383A9FE3,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,NULL,BP. QC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,TIC,NULL,642010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699070,Bp. Nghiệp vụ,TIC 1,642002,642000,NULL,NULL
70B4C502-CCDA-44CC-857E-039507B323D3,C5710900-E1DE-4989-87EB-0B19357DF57E,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 2 (B1),Xưởng May,Chuyền 11,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,600000,FC_633000,633005,633125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3699120,Xưởng May,NM May 2 (B1),633005,FC_633000,NULL,NULL
18E309CE-4D1B-4242-87D0-039D4965F58B,806B0080-6358-480A-8607-0BF6B2D729A7,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Trung tâm hoàn tất Phong Phú - Thủ Đức,Bộ phận Quản lý chất lượng ( BP. QC ),Quản lý chất lượng hoàn tất,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,250000,251200,251202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699131,Bộ phận Quản lý chất lượng ( BP. QC ),Trung tâm hoàn tất Phong Phú - Thủ Đức,251200,250000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
02793EDB-3485-416C-BB43-03BBBB408113,BDC81A74-D025-45DE-89EE-1CBD94A40126,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,Chuyền may,Chuyền 07,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_470000,471000,470124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,Nhà máy May Xu?t kh?u Phong Phú Ðà N?ng B,NULL,NULL,3699249,Chuyền may,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,471000,FC_470000,NULL,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B
86DCB02B-40A9-40E5-B946-03C92618ECF3,CF4AC219-FD47-425D-8195-586832B6A974,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy Wash Đà Nẵng B ( Wrinkle Free),Bộ phận Ủi,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_460000,461000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,CHI NHÁNH THÀNH PH? ÐÀ N?NG - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,3699711,Nhà máy Wash Đà Nẵng B ( Wrinkle Free),Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,FC_460000,340000,CHI NHÁNH THÀNH PHỐ ĐÀ NẴNG - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ,CHI NHÁNH TP ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ 
9639A966-FF6D-46C9-8C20-03D856BE856B,5258C0AB-52D4-4246-A19F-5FFEED68303E,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 3 (B2),BP Nghiệp Vụ,BP. KSSX,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,600000,FC_634000,634001,634009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3699773,BP Nghiệp Vụ,NM May 3 (B2),634001,FC_634000,NULL,NULL
A2A65E55-3E42-43F2-A7E4-0400961EE14C,1FE2878C-7BBE-4C94-8606-F37074B6E0DA,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Bộ phận Hoàn tất,Tổ 1,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_410000,411100,411101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH QU?NG TR? - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700874,Bộ phận Hoàn tất,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,411100,FC_410000,NULL,CHI NHÁNH QUẢNG TRỊ - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ
D37E8108-7C27-40D8-940A-04423B3C7A30,F6303AA1-D535-4C12-9B8C-784EAA9F5008,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,Chuyền may,Chuyền 15,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,290000,291000,291015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ NHÀ MÁY MAY XK PHONG PHÚ – LONG AN ,NULL,NULL,NULL,3699970,Chuyền may,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,291000,290000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ NHÀ MÁY MAY XK PHONG PHÚ – LONG AN 
BD6E049E-42F8-4AEC-B4BC-04431A54840F,7DA8DC04-322C-43B9-8A7F-195E125F4CD4,PHONG PHÚ GROUP,NULL,Trung Tâm Hoàn Tất (Phong Phú Sài Gòn),NULL,NULL,NULL,Bộ phận Quản lý chất lượng ( BP. QC ) ,NULL,NULL,NULL,NULL,NULL,PPG,NULL,350000,NULL,NULL,NULL,351200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699220,Trung Tâm Hoàn Tất (Phong Phú Sài Gòn),CÔNG TY CP QUỐC TẾ PHONG PHÚ,350000,PPJ,NULL,
